45030101,45030100,45030100,1
45030103,45030100,45030100,1
45030105,45030100,45030100,1
45030106,45030100,45030100,1
45030107,45030100,45030100,1
45030109,45030100,45030100,1
45030111,45030100,45030100,1
45030113,45030100,45030100,1
45030115,45030100,45030100,1
41030301,41030300,41030300,1
41030302,41030300,41030300,1
41030303,41030300,41030300,1
41030304,41030300,41030300,1
41030305,41030300,41030300,1
41030306,41030300,41030300,1
41030307,41030300,41030300,1
41030308,41030300,41030300,1
41030309,41030300,41030300,1
41030310,41030300,41030300,1
41030311,41030300,41030300,1
41030312,41030300,41030300,1
41030313,41030300,41030300,1
41030314,41030300,41030300,1
41030315,41030300,41030300,1
41030316,41030300,41030300,1
41030317,41030300,41030300,1
41030318,41030300,41030300,1
41030319,41030300,41030300,1
41030320,41030300,41030300,1
41030321,41030300,41030300,1
41030322,41030300,41030300,1
41030323,41030300,41030300,1
41030325,41030300,41030300,1
41030327,41030300,41030300,1
41030336,41030300,41030300,1
41030337,41030300,41030300,1
41030338,41030300,41030300,1
41030339,41030300,41030300,1
41110101,41110100,41110100,1
41110102,41110100,41110100,1
41110103,41110100,41110100,1
41110104,41110100,41110100,1
41110105,41110100,41110100,1
41110106,41110100,41110100,1
41110107,41110100,41110100,1
41110108,41110100,41110100,1
41110110,41110100,41110100,1
41110111,41110100,41110100,1
41110112,41110100,41110100,1
41110113,41110100,41110100,1
41110114,41110100,41110100,1
41110115,41110100,41110100,1
41110116,41110100,41110100,1
41110117,41110100,41110100,1
41110118,41110100,41110100,1
41110119,41110100,41110100,1
41110120,41110100,41110100,1
41110121,41110100,41110100,1
41110122,41110100,41110100,1
41110123,41110100,41110100,1
41110125,41110100,41110100,1
41110127,41110100,41110100,1
41110128,41110100,41110100,1
41110131,41110100,41110100,1
41110133,41110100,41110100,1
41110135,41110100,41110100,1
41110136,41110100,41110100,1
41110137,41110100,41110100,1
41110139,41110100,41110100,1
41110141,41110100,41110100,1
41110142,41110100,41110100,1
41110143,41110100,41110100,1
41030101,41030100,41030100,1
41030102,41030100,41030100,1
41030103,41030100,41030100,1
41030104,41030100,41030100,1
41030106,41030100,41030100,1
41030107,41030100,41030100,1
41030108,41030100,41030100,1
41030109,41030100,41030100,1
41030110,41030100,41030100,1
41030111,41030100,41030100,1
41030112,41030100,41030100,1
41030113,41030100,41030100,1
41030114,41030100,41030100,1
41030115,41030100,41030100,1
41030116,41030100,41030100,1
41030117,41030100,41030100,1
41030118,41030100,41030100,1
41030119,41030100,41030100,1
41030120,41030100,41030100,1
41030121,41030100,41030100,1
41030122,41030100,41030100,1
41030123,41030100,41030100,1
41030125,41030100,41030100,1
41030127,41030100,41030100,1
41030128,41030100,41030100,1
41030129,41030100,41030100,1
41030136,41030100,41030100,1
41030137,41030100,41030100,1
41030138,41030100,41030100,1
41030139,41030100,41030100,1
41110301,41110300,41110300,1
41110302,41110300,41110300,1
41110303,41110300,41110300,1
41110304,41110300,41110300,1
41110305,41110300,41110300,1
41110306,41110300,41110300,1
41110307,41110300,41110300,1
41110308,41110300,41110300,1
41110310,41110300,41110300,1
41110311,41110300,41110300,1
41110312,41110300,41110300,1
41110313,41110300,41110300,1
41110314,41110300,41110300,1
41110315,41110300,41110300,1
41110316,41110300,41110300,1
41110317,41110300,41110300,1
41110318,41110300,41110300,1
41110319,41110300,41110300,1
41110320,41110300,41110300,1
41110321,41110300,41110300,1
41110322,41110300,41110300,1
41110323,41110300,41110300,1
41110325,41110300,41110300,1
41110327,41110300,41110300,1
41110336,41110300,41110300,1
41110341,41110300,41110300,1
41110342,41110300,41110300,1
41110343,41110300,41110300,1
