20001019,200010,2000,19,10,2000,October,293,Thursday,42,19. 10. 2000,2000-10-19,Q4,2000/Q4,2000/10,2000/42,Weekday,No holiday,No holiday,No holiday,Normal,2000-10-16,2000-10-22,2000-10-01,2000-10-31 00:00:00
20001010,200010,2000,10,10,2000,October,284,Tuesday,41,10. 10. 2000,2000-10-10,Q4,2000/Q4,2000/10,2000/41,Weekday,No holiday,No holiday,No holiday,Normal,2000-10-09,2000-10-15,2000-10-01,2000-10-31 00:00:00
20001227,200012,2000,27,12,2000,December,362,Wednesday,52,27. 12. 2000,2000-12-27,Q4,2000/Q4,2000/12,2000/52,Weekday,No holiday,No holiday,No holiday,Winter break,2000-12-25,2000-12-31,2000-12-01,2000-12-31 00:00:00
20001127,200011,2000,27,11,2000,November,332,Monday,48,27. 11. 2000,2000-11-27,Q4,2000/Q4,2000/11,2000/48,Weekday,No holiday,No holiday,No holiday,Christmas season,2000-11-27,2000-12-03,2000-11-01,2000-11-30 00:00:00
20001106,200011,2000,6,11,2000,November,311,Monday,45,06. 11. 2000,2000-11-06,Q4,2000/Q4,2000/11,2000/45,Weekday,No holiday,No holiday,No holiday,Normal,2000-11-06,2000-11-12,2000-11-01,2000-11-30 00:00:00
20010105,200101,2001,5,1,2001,January,5,Friday,1,05. 01. 2001,2001-01-05,Q1,2001/Q1,2001/01,2001/01,Weekday,No holiday,No holiday,No holiday,Winter break,2001-01-01,2001-01-07,2001-01-01,2001-01-31 00:00:00
20010121,200101,2001,21,1,2001,January,21,Sunday,3,21. 01. 2001,2001-01-21,Q1,2001/Q1,2001/01,2001/03,Weekend,No holiday,No holiday,No holiday,Normal,2001-01-15,2001-01-21,2001-01-01,2001-01-31 00:00:00
20010212,200102,2001,12,2,2001,February,43,Monday,7,12. 02. 2001,2001-02-12,Q1,2001/Q1,2001/02,2001/07,Weekday,No holiday,No holiday,No holiday,Normal,2001-02-12,2001-02-18,2001-02-01,2001-02-28 00:00:00
20010304,200103,2001,4,3,2001,March,63,Sunday,9,04. 03. 2001,2001-03-04,Q1,2001/Q1,2001/03,2001/09,Weekend,No holiday,No holiday,No holiday,Normal,2001-02-26,2001-03-04,2001-03-01,2001-03-31 00:00:00
20010323,200103,2001,23,3,2001,March,82,Friday,12,23. 03. 2001,2001-03-23,Q1,2001/Q1,2001/03,2001/12,Weekday,No holiday,No holiday,No holiday,Normal,2001-03-19,2001-03-25,2001-03-01,2001-03-31 00:00:00
20001130,200011,2000,30,11,2000,November,335,Thursday,48,30. 11. 2000,2000-11-30,Q4,2000/Q4,2000/11,2000/48,Weekday,No holiday,No holiday,No holiday,Christmas season,2000-11-27,2000-12-03,2000-11-01,2000-11-30 00:00:00
20001117,200011,2000,17,11,2000,November,322,Friday,46,17. 11. 2000,2000-11-17,Q4,2000/Q4,2000/11,2000/46,Weekday,No holiday,No holiday,No holiday,Christmas season,2000-11-13,2000-11-19,2000-11-01,2000-11-30 00:00:00
20001026,200010,2000,26,10,2000,October,300,Thursday,43,26. 10. 2000,2000-10-26,Q4,2000/Q4,2000/10,2000/43,Weekday,No holiday,No holiday,No holiday,Normal,2000-10-23,2000-10-29,2000-10-01,2000-10-31 00:00:00
20001219,200012,2000,19,12,2000,December,354,Tuesday,51,19. 12. 2000,2000-12-19,Q4,2000/Q4,2000/12,2000/51,Weekday,No holiday,No holiday,No holiday,Christmas season,2000-12-18,2000-12-24,2000-12-01,2000-12-31 00:00:00
20001122,200011,2000,22,11,2000,November,327,Wednesday,47,22. 11. 2000,2000-11-22,Q4,2000/Q4,2000/11,2000/47,Weekday,No holiday,No holiday,No holiday,Christmas season,2000-11-20,2000-11-26,2000-11-01,2000-11-30 00:00:00
20010112,200101,2001,12,1,2001,January,12,Friday,2,12. 01. 2001,2001-01-12,Q1,2001/Q1,2001/01,2001/02,Weekday,No holiday,No holiday,No holiday,Normal,2001-01-08,2001-01-14,2001-01-01,2001-01-31 00:00:00
20010103,200101,2001,3,1,2001,January,3,Wednesday,1,03. 01. 2001,2001-01-03,Q1,2001/Q1,2001/01,2001/01,Weekday,No holiday,No holiday,No holiday,Winter break,2001-01-01,2001-01-07,2001-01-01,2001-01-31 00:00:00
20010204,200102,2001,4,2,2001,February,35,Sunday,5,04. 02. 2001,2001-02-04,Q1,2001/Q1,2001/02,2001/05,Weekend,No holiday,No holiday,No holiday,Normal,2001-01-29,2001-02-04,2001-02-01,2001-02-28 00:00:00
20010317,200103,2001,17,3,2001,March,76,Saturday,11,17. 03. 2001,2001-03-17,Q1,2001/Q1,2001/03,2001/11,Weekend,No holiday,No holiday,No holiday,Normal,2001-03-12,2001-03-18,2001-03-01,2001-03-31 00:00:00
20001125,200011,2000,25,11,2000,November,330,Saturday,47,25. 11. 2000,2000-11-25,Q4,2000/Q4,2000/11,2000/47,Weekend,No holiday,No holiday,No holiday,Christmas season,2000-11-20,2000-11-26,2000-11-01,2000-11-30 00:00:00
20001115,200011,2000,15,11,2000,November,320,Wednesday,46,15. 11. 2000,2000-11-15,Q4,2000/Q4,2000/11,2000/46,Weekday,No holiday,No holiday,No holiday,Christmas season,2000-11-13,2000-11-19,2000-11-01,2000-11-30 00:00:00
20001101,200011,2000,1,11,2000,November,306,Wednesday,44,01. 11. 2000,2000-11-01,Q4,2000/Q4,2000/11,2000/44,Weekday,No holiday,Holiday,No holiday,Normal,2000-10-30,2000-11-05,2000-11-01,2000-11-30 00:00:00
20001224,200012,2000,24,12,2000,December,359,Sunday,51,24. 12. 2000,2000-12-24,Q4,2000/Q4,2000/12,2000/51,Weekend,No holiday,No holiday,No holiday,Christmas season,2000-12-18,2000-12-24,2000-12-01,2000-12-31 00:00:00
20001111,200011,2000,11,11,2000,November,316,Saturday,45,11. 11. 2000,2000-11-11,Q4,2000/Q4,2000/11,2000/45,Weekend,No holiday,No holiday,No holiday,Normal,2000-11-06,2000-11-12,2000-11-01,2000-11-30 00:00:00
20010109,200101,2001,9,1,2001,January,9,Tuesday,2,09. 01. 2001,2001-01-09,Q1,2001/Q1,2001/01,2001/02,Weekday,No holiday,No holiday,No holiday,Normal,2001-01-08,2001-01-14,2001-01-01,2001-01-31 00:00:00
20010125,200101,2001,25,1,2001,January,25,Thursday,4,25. 01. 2001,2001-01-25,Q1,2001/Q1,2001/01,2001/04,Weekday,No holiday,No holiday,No holiday,Normal,2001-01-22,2001-01-28,2001-01-01,2001-01-31 00:00:00
20010225,200102,2001,25,2,2001,February,56,Sunday,8,25. 02. 2001,2001-02-25,Q1,2001/Q1,2001/02,2001/08,Weekend,No holiday,No holiday,No holiday,Normal,2001-02-19,2001-02-25,2001-02-01,2001-02-28 00:00:00
20010313,200103,2001,13,3,2001,March,72,Tuesday,11,13. 03. 2001,2001-03-13,Q1,2001/Q1,2001/03,2001/11,Weekday,No holiday,No holiday,No holiday,Normal,2001-03-12,2001-03-18,2001-03-01,2001-03-31 00:00:00
20001020,200010,2000,20,10,2000,October,294,Friday,42,20. 10. 2000,2000-10-20,Q4,2000/Q4,2000/10,2000/42,Weekday,No holiday,No holiday,No holiday,Normal,2000-10-16,2000-10-22,2000-10-01,2000-10-31 00:00:00
20001014,200010,2000,14,10,2000,October,288,Saturday,41,14. 10. 2000,2000-10-14,Q4,2000/Q4,2000/10,2000/41,Weekend,No holiday,No holiday,No holiday,Normal,2000-10-09,2000-10-15,2000-10-01,2000-10-31 00:00:00
20001229,200012,2000,29,12,2000,December,364,Friday,52,29. 12. 2000,2000-12-29,Q4,2000/Q4,2000/12,2000/52,Weekday,No holiday,No holiday,No holiday,Winter break,2000-12-25,2000-12-31,2000-12-01,2000-12-31 00:00:00
20001123,200011,2000,23,11,2000,November,328,Thursday,47,23. 11. 2000,2000-11-23,Q4,2000/Q4,2000/11,2000/47,Weekday,No holiday,No holiday,No holiday,Christmas season,2000-11-20,2000-11-26,2000-11-01,2000-11-30 00:00:00
20001104,200011,2000,4,11,2000,November,309,Saturday,44,04. 11. 2000,2000-11-04,Q4,2000/Q4,2000/11,2000/44,Weekend,No holiday,No holiday,No holiday,Normal,2000-10-30,2000-11-05,2000-11-01,2000-11-30 00:00:00
20001225,200012,2000,25,12,2000,December,360,Monday,52,25. 12. 2000,2000-12-25,Q4,2000/Q4,2000/12,2000/52,Weekday,Holiday,Holiday,Holiday,Christmas season,2000-12-25,2000-12-31,2000-12-01,2000-12-31 00:00:00
20010122,200101,2001,22,1,2001,January,22,Monday,4,22. 01. 2001,2001-01-22,Q1,2001/Q1,2001/01,2001/04,Weekday,No holiday,No holiday,No holiday,Normal,2001-01-22,2001-01-28,2001-01-01,2001-01-31 00:00:00
20010113,200101,2001,13,1,2001,January,13,Saturday,2,13. 01. 2001,2001-01-13,Q1,2001/Q1,2001/01,2001/02,Weekend,No holiday,No holiday,No holiday,Normal,2001-01-08,2001-01-14,2001-01-01,2001-01-31 00:00:00
20010221,200102,2001,21,2,2001,February,52,Wednesday,8,21. 02. 2001,2001-02-21,Q1,2001/Q1,2001/02,2001/08,Weekday,No holiday,No holiday,No holiday,Normal,2001-02-19,2001-02-25,2001-02-01,2001-02-28 00:00:00
20010326,200103,2001,26,3,2001,March,85,Monday,13,26. 03. 2001,2001-03-26,Q1,2001/Q1,2001/03,2001/13,Weekday,No holiday,No holiday,No holiday,Normal,2001-03-26,2001-04-01,2001-03-01,2001-03-31 00:00:00
