20001105,200011,2000,5,11,2000,November,310,Sunday,44,05. 11. 2000,2000-11-05,Q4,2000/Q4,2000/11,2000/44,Weekend,No holiday,No holiday,No holiday,Normal,2000-10-30,2000-11-05,2000-11-01,2000-11-30 00:00:00
20001027,200010,2000,27,10,2000,October,301,Friday,43,27. 10. 2000,2000-10-27,Q4,2000/Q4,2000/10,2000/43,Weekday,No holiday,No holiday,No holiday,Normal,2000-10-23,2000-10-29,2000-10-01,2000-10-31 00:00:00
20001024,200010,2000,24,10,2000,October,298,Tuesday,43,24. 10. 2000,2000-10-24,Q4,2000/Q4,2000/10,2000/43,Weekday,No holiday,No holiday,No holiday,Normal,2000-10-23,2000-10-29,2000-10-01,2000-10-31 00:00:00
20001217,200012,2000,17,12,2000,December,352,Sunday,50,17. 12. 2000,2000-12-17,Q4,2000/Q4,2000/12,2000/50,Weekend,No holiday,No holiday,No holiday,Christmas season,2000-12-11,2000-12-17,2000-12-01,2000-12-31 00:00:00
20001120,200011,2000,20,11,2000,November,325,Monday,47,20. 11. 2000,2000-11-20,Q4,2000/Q4,2000/11,2000/47,Weekday,No holiday,No holiday,No holiday,Christmas season,2000-11-20,2000-11-26,2000-11-01,2000-11-30 00:00:00
20010114,200101,2001,14,1,2001,January,14,Sunday,2,14. 01. 2001,2001-01-14,Q1,2001/Q1,2001/01,2001/02,Weekend,No holiday,No holiday,No holiday,Normal,2001-01-08,2001-01-14,2001-01-01,2001-01-31 00:00:00
20010130,200101,2001,30,1,2001,January,30,Tuesday,5,30. 01. 2001,2001-01-30,Q1,2001/Q1,2001/01,2001/05,Weekday,No holiday,No holiday,No holiday,Normal,2001-01-29,2001-02-04,2001-01-01,2001-01-31 00:00:00
20010208,200102,2001,8,2,2001,February,39,Thursday,6,08. 02. 2001,2001-02-08,Q1,2001/Q1,2001/02,2001/06,Weekday,No holiday,No holiday,No holiday,Normal,2001-02-05,2001-02-11,2001-02-01,2001-02-28 00:00:00
20010324,200103,2001,24,3,2001,March,83,Saturday,12,24. 03. 2001,2001-03-24,Q1,2001/Q1,2001/03,2001/12,Weekend,No holiday,No holiday,No holiday,Normal,2001-03-19,2001-03-25,2001-03-01,2001-03-31 00:00:00
20001031,200010,2000,31,10,2000,October,305,Tuesday,44,31. 10. 2000,2000-10-31,Q4,2000/Q4,2000/10,2000/44,Weekday,No holiday,No holiday,No holiday,Normal,2000-10-30,2000-11-05,2000-10-01,2000-10-31 00:00:00
20001018,200010,2000,18,10,2000,October,292,Wednesday,42,18. 10. 2000,2000-10-18,Q4,2000/Q4,2000/10,2000/42,Weekday,No holiday,No holiday,No holiday,Normal,2000-10-16,2000-10-22,2000-10-01,2000-10-31 00:00:00
20001011,200010,2000,11,10,2000,October,285,Wednesday,41,11. 10. 2000,2000-10-11,Q4,2000/Q4,2000/10,2000/41,Weekday,No holiday,No holiday,No holiday,Normal,2000-10-09,2000-10-15,2000-10-01,2000-10-31 00:00:00
20001129,200011,2000,29,11,2000,November,334,Wednesday,48,29. 11. 2000,2000-11-29,Q4,2000/Q4,2000/11,2000/48,Weekday,No holiday,No holiday,No holiday,Christmas season,2000-11-27,2000-12-03,2000-11-01,2000-11-30 00:00:00
20001108,200011,2000,8,11,2000,November,313,Wednesday,45,08. 11. 2000,2000-11-08,Q4,2000/Q4,2000/11,2000/45,Weekday,No holiday,No holiday,No holiday,Normal,2000-11-06,2000-11-12,2000-11-01,2000-11-30 00:00:00
20010101,200101,2001,1,1,2001,January,1,Monday,1,01. 01. 2001,2001-01-01,Q1,2001/Q1,2001/01,2001/01,Weekday,Holiday,Holiday,Holiday,Winter break,2001-01-01,2001-01-07,2001-01-01,2001-01-31 00:00:00
20010120,200101,2001,20,1,2001,January,20,Saturday,3,20. 01. 2001,2001-01-20,Q1,2001/Q1,2001/01,2001/03,Weekend,No holiday,No holiday,No holiday,Normal,2001-01-15,2001-01-21,2001-01-01,2001-01-31 00:00:00
20010124,200101,2001,24,1,2001,January,24,Wednesday,4,24. 01. 2001,2001-01-24,Q1,2001/Q1,2001/01,2001/04,Weekday,No holiday,No holiday,No holiday,Normal,2001-01-22,2001-01-28,2001-01-01,2001-01-31 00:00:00
